62,59,55,55
67,64,64,63
69,64,64,63
70,65,65,64
72,65,66,65
71,65,67,64
70,65,67,65
70,66,67,65
72,68,67,65
73,68,68,66
73,66,67,67
73,67,68,67
72,67,67,67
72,69,70,67
73,67,69,67
73,68,68,67
74,69,68,68
75,69,69,67
75,68,69,68
74,68,69,67
74,68,70,68
75,69,70,69
74,69,69,69
75,71,70,68
75,70,70,69
76,69,71,69
76,69,71,70
77,69,71,70
76,71,71,69
75,69,73,70
76,70,72,71
77,70,72,71
77,70,71,71
77,70,72,71
77,71,72,71
78,71,72,71
78,72,72,71
77,71,73,71
78,71,73,71
77,72,73,72
79,72,74,71
79,72,74,72
78,72,73,72
79,73,74,72
79,73,73,73
79,72,73,73
81,72,74,73
80,72,75,74
80,74,76,73
79,75,74,73
79,73,75,73
80,73,75,74
79,73,74,74
81,73,75,75
81,73,75,75
81,74,75,75
81,73,75,74
80,74,76,74
80,75,76,75
81,74,77,74
80,75,77,76
81,74,77,76
82,75,77,76
82,76,76,75
82,74,76,76
81,75,76,76
82,75,78,75
83,75,77,76
82,74,78,77
83,75,77,77
83,75,78,77
83,75,78,76
82,75,78,76
82,76,79,78
83,77,79,78
83,77,80,77
83,76,79,78
84,77,78,78
85,77,78,77
85,77,79,78
83,77,79,78
84,77,79,78
86,77,80,78
86,76,79,79
85,78,80,78
85,78,79,78
85,77,79,79
85,78,79,79
86,78,80,79
86,78,81,79
86,78,81,79
86,77,81,79
85,78,80,80
85,79,80,79
85,79,81,78
86,78,81,79
87,79,82,79
87,79,81,79
86,80,81,81
87,80,82,80
87,79,81,79
87,78,81,80
88,79,81,80
86,80,82,81
87,80,81,81
87,80,83,80
88,80,83,80
88,80,82,81
87,80,82,82
89,80,82,82
88,80,82,82
87,82,83,82
88,80,84,81
88,81,84,81
88,81,83,82
88,82,83,82
88,81,83,82
88,81,84,82
88,81,83,83
89,81,84,82
88,82,85,82
88,82,84,83
90,82,83,82
91,82,83,83
89,82,83,84
89,81,84,83
90,82,83,82
90,81,84,83
89,82,86,83
90,83,86,83
90,82,86,84
90,83,85,84
89,83,84,84
91,82,84,83
90,83,85,84
91,82,85,85
92,82,86,85
91,83,85,84
91,82,86,84
91,83,86,84
92,83,83,86
91,83,86,85
92,82,86,85
93,84,87,85
91,83,86,85
91,84,87,84
91,83,86,85
92,84,87,85
92,84,86,86
93,83,88,85
94,83,87,85
93,84,86,86
92,84,87,85
92,83,87,86
93,84,87,86
93,85,88,86
92,83,88,86
94,84,88,86
93,85,87,86
92,84,89,86
92,84,88,85
92,86,87,86
94,85,88,86
93,85,88,86
93,86,89,87
94,85,89,84
94,86,88,87
94,86,88,86
94,86,89,87
94,85,89,87
93,86,88,87
94,85,90,88
95,85,89,87
93,86,88,87
95,86,89,87
95,85,90,88
94,86,90,88
94,86,90,88
94,86,89,89
93,87,90,88
96,86,90,87
95,87,90,88
94,87,90,88
94,86,91,88
95,87,90,89
95,88,90,89
96,86,90,88
96,87,90,87
95,88,91,89
95,86,91,89
96,87,91,88
95,87,92,90
95,88,91,89
96,87,92,88
97,87,91,88
96,88,91,89
96,87,91,89
96,88,91,89
96,88,91,90
96,88,91,90
96,88,93,90
96,87,91,90
97,88,91,88
96,88,91,90
96,87,92,89
96,88,92,91
97,89,92,91
96,89,91,90
97,88,93,90
97,88,92,90
97,89,92,91
96,88,92,90
98,88,93,90
98,89,92,90
97,89,93,91
97,88,93,92
97,89,91,92
97,90,92,91
98,89,93,92
98,89,93,91
99,89,93,91
98,90,93,91
99,90,92,92
98,90,93,91
98,90,92,92
98,90,93,92
97,90,94,92
98,90,93,91
99,91,93,92
98,90,94,92
98,90,94,92
99,90,93,92
99,91,94,92
99,91,93,92
98,90,93,93
99,90,94,92
99,90,94,92
98,90,93,93
99,90,93,92
99,91,94,93
99,90,94,92
98,91,95,92
99,91,94,93
99,91,94,93
99,92,95,93
98,91,94,92
98,92,94,92
99,90,94,93
99,90,93,91
99,90,93,90
99,90,94,92
99,90,95,92
98,90,94,93
99,90,93,93
99,90,94,92
99,90,94,91
99,90,94,92
99,90,95,92
99,89,94,94
99,89,94,93
99,91,94,92
99,90,94,92
99,91,94,93
99,90,94,93
99,91,95,93
99,91,93,91
99,90,94,91
99,91,95,94
99,91,95,93
99,90,94,92
99,92,94,92
99,92,94,93
99,89,94,91
99,91,95,94
99,90,93,92
99,90,95,93
99,90,94,93
99,90,95,92
99,90,94,92
99,90,94,92
99,92,95,93
99,92,95,93
99,91,94,92
99,89,94,92
99,91,95,92
99,91,95,92
99,90,94,93
99,90,94,93
99,91,95,93
99,92,95,93
98,91,95,93
99,90,93,92
99,91,94,92
99,90,94,91
99,91,94,93
99,91,94,93
99,91,94,94
99,90,94,92
99,92,95,93
100,91,94,92
99,91,94,92
99,90,93,93
99,91,93,92
99,92,95,92
99,91,95,93
99,90,93,93
99,90,93,92
99,92,95,93
99,92,95,93
99,91,94,93
99,90,93,92
99,92,95,94
99,91,93,92
99,90,95,94
99,91,94,91
99,90,93,92
99,89,94,91
99,90,93,92
99,90,93,92
99,90,94,92
99,89,95,91
99,90,94,92
99,91,94,94
99,91,94,93
99,90,94,93
99,90,94,93
99,91,95,94
99,89,94,91
99,91,95,93
99,90,93,91
99,90,95,94
99,92,94,93
99,92,95,94
99,91,94,93
99,90,94,93
99,92,95,93
99,91,94,93
99,90,93,91
99,91,95,92
99,91,94,93
99,90,94,92
99,90,94,92
99,90,94,93
99,90,94,93
99,91,93,92
99,90,94,92
99,92,96,94
99,91,94,94
99,92,94,93
99,90,95,93
99,91,95,94
99,91,93,93
99,91,95,93
99,92,96,94
99,90,94,93
100,90,93,92
99,91,94,93
99,92,95,94
99,91,93,92
100,90,93,92
99,92,95,93
100,90,94,93
99,92,95,93
99,91,94,93
100,91,94,92
99,91,95,94
99,92,94,92
99,91,94,92
99,90,94,92
99,92,96,94
99,91,93,92
99,91,94,92
99,91,95,91
99,90,94,92
99,92,96,94
99,91,94,93
99,91,94,94
