48,48,46,45
48,48,45,45
48,48,46,46
59,54,57,55
62,56,57,56
60,58,57,56
61,58,58,57
62,57,59,56
62,58,58,58
62,58,60,58
63,58,61,58
63,58,59,57
63,58,59,58
63,59,60,59
63,58,60,60
63,59,59,60
63,59,61,60
65,59,61,60
64,59,62,59
64,60,60,60
64,59,61,60
65,60,61,60
64,60,61,61
64,59,61,61
65,60,61,59
65,60,62,60
65,61,62,60
65,61,63,62
66,60,63,61
66,60,62,61
67,61,63,62
67,61,63,61
66,62,64,62
66,62,63,62
66,61,64,62
67,61,63,63
67,61,64,63
67,62,63,63
67,62,64,63
66,63,64,63
66,62,64,63
67,62,63,63
67,62,64,63
68,62,64,64
67,63,64,65
68,62,65,64
69,63,65,64
69,63,65,63
68,63,64,64
69,63,65,64
69,63,66,63
68,63,66,65
68,63,65,64
70,65,65,65
70,63,66,65
70,64,66,64
69,64,65,65
70,64,66,65
71,64,67,66
71,64,67,66
69,64,67,66
69,64,68,64
71,65,66,65
70,65,67,66
70,65,67,66
71,65,68,67
70,65,67,67
71,65,68,65
71,65,69,66
72,65,68,67
73,66,67,67
72,66,67,66
72,66,69,68
72,65,69,67
72,66,68,67
71,66,67,67
72,66,69,68
73,66,69,68
72,66,69,67
72,67,69,66
73,66,70,68
73,66,69,68
74,66,68,68
73,66,68,69
73,67,69,68
74,66,69,68
72,67,70,69
73,66,71,68
75,66,70,69
73,67,70,68
73,67,69,69
73,67,70,68
74,67,71,69
74,67,70,69
75,67,70,68
75,68,71,70
74,67,70,69
74,68,71,69
74,68,70,69
74,68,71,69
75,68,71,70
75,68,71,70
74,68,72,70
76,68,72,70
76,68,72,70
76,68,72,68
75,69,70,70
75,68,71,69
75,68,72,70
75,68,72,70
75,69,73,70
77,68,72,71
76,68,72,71
75,69,71,70
75,70,71,70
75,69,73,70
76,69,72,70
75,69,71,72
76,69,73,71
76,70,72,72
76,69,72,71
77,70,72,70
77,69,72,71
76,69,72,72
76,70,73,71
77,70,72,71
77,70,74,71
77,70,73,71
78,70,73,71
77,70,73,71
77,70,72,72
78,71,73,71
78,70,74,73
78,70,73,73
78,70,74,72
77,72,74,71
78,71,74,71
78,70,74,72
78,70,73,73
77,71,73,72
78,70,74,71
78,71,75,72
78,71,74,72
79,71,74,72
78,71,75,73
78,70,75,73
78,72,74,73
79,71,73,72
78,71,75,72
79,72,74,73
79,72,75,73
78,72,75,72
78,72,76,75
78,72,75,73
79,72,74,73
79,72,75,74
79,72,75,74
79,71,76,74
79,72,76,74
79,73,77,73
79,72,75,74
79,73,74,73
78,72,76,73
79,73,76,73
79,72,76,73
79,73,75,74
79,73,76,75
80,73,75,73
79,71,75,74
80,72,76,74
80,72,75,73
80,72,76,75
80,72,77,75
80,72,76,74
79,72,77,73
79,73,77,74
80,73,76,75
81,73,77,73
80,74,77,75
80,74,77,76
80,74,76,76
80,73,76,75
80,73,78,74
80,73,77,75
81,73,77,74
81,74,76,75
80,74,77,76
81,74,77,76
80,73,77,76
81,73,78,74
81,73,77,74
81,74,77,75
81,73,78,76
82,74,77,76
82,73,77,77
82,74,77,77
81,74,77,76
81,74,77,74
81,73,78,76
81,73,78,75
82,74,77,76
81,75,78,76
82,74,78,77
82,74,78,77
81,74,77,76
81,74,78,76
82,74,78,76
82,74,78,76
81,75,78,76
83,75,78,77
82,74,79,77
